UserID,WindowID,Split,City,State,Country,ZipCode,DegreeType,Major,GraduationDate,WorkHistoryCount,TotalYearsExperience,CurrentlyEmployed,ManagedOthers,ManagedHowMany
268777,1,Test,Concord,NC,US,28027,Associate's,,2011-12-01 00:00:00,7,4.0,Yes,No,0
270301,1,Train,Maywood,IL,US,60153,High School,Not Applicable,1981-01-01 00:00:00,2,26.0,No,No,0
272075,1,Train,Houston,TX,US,77015,Master's,"Management Information Systems, General",2012-05-01 00:00:00,6,5.0,Yes,Yes,25
273714,1,Train,Brooklyn,NY,US,11224,High School,Business,1970-01-01 00:00:00,6,21.0,Yes,Yes,4
276301,1,Train,Bridgeview,IL,US,60455,,,,4,8.0,No,Yes,1
277024,1,Train,Philadelphia,PA,US,19135,,Biology/Biochemistry,1993-01-01 00:00:00,5,16.0,No,No,0
280044,1,Train,Dunwoody,GA,US,30338,,,,5,14.0,Yes,No,0
280651,1,Train,Ontario,CA,US,91762,Vocational,Medical Insurance Coding Specialist/Coder,2011-06-01 00:00:00,5,12.0,No,Yes,4
281473,1,Train,Phoenix,AZ,US,85032,Associate's,Business Management,2009-06-01 00:00:00,6,14.0,Yes,Yes,20
282295,1,Train,Spring Hill,FL,US,34609,Bachelor's,Business Admin. w/ Legal Studies,2010-06-01 00:00:00,7,8.0,Yes,Yes,7
283145,1,Train,Middletown,DE,US,19709,Associate's,Radiology,,6,6.0,No,No,0
283649,1,Train,York,SC,US,29745,Associate's,Business,2005-01-01 00:00:00,9,12.0,Yes,Yes,18
284157,1,Train,Tempe,AZ,US,85282,,,,0,,No,No,0
284368,1,Train,Albuquerque,NM,US,87197,Master's,Professional Counseling,2004-05-01 00:00:00,7,11.0,No,Yes,15
284621,1,Train,Lauderdale Lakes,FL,US,33309,Associate's,Computer science,2010-01-01 00:00:00,2,12.0,Yes,No,0
288563,1,Test,Philadelphia,PA,US,19122,Master's,Race and Gender,,10,6.0,Yes,No,0
288646,1,Train,Tampa,FL,US,33624,High School,Not Applicable,1997-01-01 00:00:00,8,13.0,Yes,No,0
289439,1,Train,Bedford,TX,US,76021,Bachelor's,Project Management,,6,11.0,Yes,No,0
289626,1,Train,Sunnyvale,CA,US,94088,Master's,Computer Science,2010-01-01 00:00:00,10,10.0,Yes,Yes,24
291920,1,Train,Los Angeles,CA,US,90031,,,2012-06-01 00:00:00,3,4.0,No,Yes,8
292174,1,Test,Chicago,IL,US,60637,Bachelor's,Criminal Justice/Law Enforcement Administration,2012-05-01 00:00:00,2,6.0,Yes,No,0
293227,1,Train,Union City,GA,US,30291,Bachelor's,Supply Chain Management,2012-04-01 00:00:00,3,2.0,Yes,No,0
293697,1,Train,Cincinnati,OH,US,45231,High School,Auto Shop & Mechanics,1984-06-01 00:00:00,10,26.0,No,Yes,45
293722,1,Train,Deerfield,IL,US,60015,Bachelor's,Political Science,2010-05-01 00:00:00,4,5.0,,Yes,15
294455,1,Test,Newark,NJ,US,07108,Associate's,Culinary & Restaurant Management,2007-01-01 00:00:00,5,5.0,Yes,Yes,15
294589,1,Test,Glendale,CA,US,91206,Bachelor's,Business,2010-12-01 00:00:00,5,12.0,Yes,No,0
295499,1,Train,Houston,TX,US,77099,,,,5,4.0,Yes,No,0
296054,1,Train,Arlington,TX,US,76011,Bachelor's,"Business Administration and Management, General",2010-05-01 00:00:00,8,10.0,Yes,Yes,15
296122,1,Train,Rochester,MI,US,48308,Bachelor's,"Business Administration and Management, General",2012-07-01 00:00:00,6,8.0,Yes,No,0
296423,1,Train,Detroit,MI,US,48211,Associate's,"Psychology, General",2013-05-01 00:00:00,6,8.0,Yes,No,0
296500,1,Test,Albany,GA,US,31721,Bachelor's,marketing,2009-01-01 00:00:00,5,9.0,,No,0
297312,1,Train,Houston,TX,US,77082,High School,Not Applicable,,4,23.0,No,Yes,20
297542,1,Train,Dalton,GA,US,30720,,Medical Billing,,3,15.0,No,No,0
297895,1,Train,Temple Hills,MD,US,20748,,,2012-05-01 00:00:00,8,11.0,No,No,0
299649,1,Train,Las Vegas,NV,US,89102,High School,Not Applicable,2000-06-01 00:00:00,4,10.0,Yes,No,0
300074,1,Train,Shaker Heights,OH,US,44120,High School,diploma,1999-01-01 00:00:00,0,,No,No,0
311596,1,Train,Paulsboro,NJ,US,08066,Vocational,LPN,1993-08-01 00:00:00,6,25.0,No,No,0
315034,1,Train,Kingstree,SC,US,29556,Bachelor's,Business Administration/Management,2008-05-01 00:00:00,3,13.0,,No,0
319915,1,Train,Pompano Beach,FL,US,33060,Bachelor's,Computer Information Science,2011-04-01 00:00:00,2,7.0,,No,0
321953,1,Test,Fort Worth,TX,US,76131,,,,5,2.0,Yes,No,0
322392,1,Train,Tempe,AZ,US,85283,,,,3,5.0,Yes,No,0
324489,1,Test,Fresh Meadows,NY,US,11365,Master's,Accounting,2012-05-01 00:00:00,4,4.0,No,No,0
325908,1,Test,Houston,TX,US,77063,,,,5,4.0,Yes,No,0
327552,1,Train,Tampa,FL,US,33617,,Social Anthropology,2014-08-01 00:00:00,4,13.0,No,Yes,5
329103,1,Train,Chicago,IL,US,60617,High School,Not Applicable,2008-09-01 00:00:00,3,1.0,No,No,0
333261,1,Train,Bronx,NY,US,10475,High School,Not Applicable,,0,,No,No,0
333369,1,Train,Cincinnati,OH,US,45211,Master's,Non-Profit Management,2012-05-01 00:00:00,4,7.0,Yes,No,0
334559,1,Train,Westland,MI,US,48186,,,,1,0.0,No,No,0
335115,1,Train,Atlanta,GA,US,30317,High School,Not Applicable,2009-05-01 00:00:00,2,2.0,,No,0
338632,1,Train,Rockville,MD,US,20850,High School,Not Applicable,2006-01-01 00:00:00,5,7.0,Yes,No,0
339174,1,Train,Fort Worth,TX,US,76134,High School,Not Applicable,2004-01-01 00:00:00,5,7.0,Yes,Yes,10
341555,1,Train,Pembroke Pines,FL,US,33027,Bachelor's,Political Science,2005-01-01 00:00:00,6,12.0,Yes,No,0
341797,1,Train,Mesquite,TX,US,75149,High School,General Studies,1997-05-01 00:00:00,4,14.0,Yes,No,0
345151,1,Test,Pompano Beach,FL,US,33068,Associate's,Mental Health Technology,2012-04-01 00:00:00,3,9.0,Yes,No,0
352589,1,Train,Humble,TX,US,77338,Master's,,2011-01-01 00:00:00,5,9.0,Yes,No,0
356951,1,Train,Columbus,TX,US,78934,,,,0,,Yes,Yes,9
358280,1,Train,Memphis,TN,US,38116,Associate's,Health Information Technology,,3,11.0,No,No,0
358854,1,Test,Lawrenceville,GA,US,30044,,,,4,29.0,No,No,0
360667,1,Test,Grosse Pointe,MI,US,48236,Associate's,Communication,1997-01-01 00:00:00,4,13.0,,No,0
363036,1,Train,Westampton,NJ,US,08060,,,,4,12.0,No,Yes,112
365829,1,Train,Bolingbrook,IL,US,60440,High School,,2011-06-01 00:00:00,3,4.0,Yes,No,0
366381,1,Train,Irving,TX,US,75063,,,,1,7.0,Yes,No,0
367480,1,Test,Pleasant Hill,OH,US,45359,Bachelor's,Education,2012-04-01 00:00:00,3,5.0,Yes,No,0
367854,1,Train,Orlando,FL,US,32808,Bachelor's,Business,,0,,No,No,0
371132,1,Train,Minneapolis,MN,US,55415,,Customer Service,2012-03-01 00:00:00,5,12.0,Yes,No,0
374101,1,Train,Hollis,NY,US,11423,High School,Not Applicable,2003-06-01 00:00:00,3,7.0,No,No,0
375368,1,Train,Durham,NC,US,27703,Associate's,Certified Technology Training,2011-12-01 00:00:00,2,3.0,No,Yes,6
378323,1,Train,Woodside,NY,US,11377,Associate's,Office Technologies,2007-08-01 00:00:00,8,11.0,Yes,No,0
379548,1,Train,Coral Springs,FL,US,33071,,English Literature,2007-06-01 00:00:00,1,2.0,No,No,0
380811,1,Train,Wilmington,DE,US,19805,High School,Not Applicable,2010-06-01 00:00:00,3,2.0,Yes,No,0
384760,1,Train,Dumfries,VA,US,22026,Bachelor's,Psychology,2010-01-01 00:00:00,3,6.0,Yes,No,0
385029,1,Train,Philadelphia,PA,US,19132,,Nursing Assistance,,5,3.0,,No,0
386545,1,Test,New York,NY,US,10001,Associate's,Fashion Merchandising Management,2011-06-01 00:00:00,3,2.0,Yes,No,0
386859,1,Train,Arlington,TX,US,76013,Master's,Computer Science,2010-08-01 00:00:00,4,2.0,No,Yes,4
387478,1,Train,Granada Hills,CA,US,91344,Bachelor's,Business Administration,2012-01-01 00:00:00,3,7.0,No,Yes,7
388131,1,Train,Eastpointe,MI,US,48021,,,,8,36.0,,No,0
388358,1,Test,Fort Worth,TX,US,76112,,,,0,,,No,0
388707,1,Test,Brooklyn,NY,US,11206,Bachelor's,"Human Resources Management/Personnel Administration, General",2009-10-01 00:00:00,3,12.0,Yes,Yes,15
392810,1,Train,Oswego,IL,US,60543,,,,5,38.0,No,No,0
393669,1,Train,Atlanta,GA,US,30331,,,2004-01-01 00:00:00,4,9.0,Yes,No,0
393973,1,Train,Hyattsville,MD,US,20784,Associate's,,2007-04-01 00:00:00,3,8.0,No,Yes,4
395522,1,Train,Middletown,NY,US,10940,Bachelor's,Finance,,3,5.0,Yes,No,0
397209,1,Test,Duluth,GA,US,30096,,Business Administration Preparation,,5,7.0,No,No,0
397779,1,Test,Fort Lauderdale,FL,US,33308,High School,Not Applicable,1975-01-01 00:00:00,4,27.0,No,Yes,15
398168,1,Train,Topton,PA,US,19562,Bachelor's,Clinical Psychology,2012-05-01 00:00:00,3,6.0,Yes,No,0
399348,1,Train,Fayetteville,NC,US,28304,Bachelor's,Forestry,,5,13.0,Yes,No,0
401243,1,Train,Mount Laurel,NJ,US,08054,Bachelor's,SHARIAH & LAW,2008-01-01 00:00:00,2,2.0,No,No,0
409407,1,Train,Washington,DC,US,20001,Associate's,Business Adminstraion,1995-05-01 00:00:00,3,8.0,Yes,No,0
409826,1,Train,Washington,MO,US,63090,Bachelor's,"Business Administration and Management, General",2014-03-01 00:00:00,3,10.0,Yes,Yes,15
413040,1,Train,Carbondale,IL,US,62902,Master's,Architecture,2012-05-01 00:00:00,4,5.0,Yes,Yes,12
413619,1,Train,Waldorf,MD,US,20602,High School,Not Applicable,2011-05-01 00:00:00,2,5.0,Yes,No,0
415280,1,Train,Paramount,CA,US,90723,Vocational,Medical assistant,2007-06-01 00:00:00,1,2.0,No,Yes,5
415524,1,Train,Stanford,KY,US,40484,High School,Not Applicable,1988-01-01 00:00:00,8,18.0,Yes,No,0
416078,1,Train,Chicago,IL,US,60651,,,,3,5.0,,No,0
417403,1,Train,Whitestone,NY,US,11357,Bachelor's,Accounting and Information Systems,2004-01-01 00:00:00,2,8.0,Yes,No,0
417702,1,Train,New York,NY,US,10021,Bachelor's,History,2011-01-01 00:00:00,4,7.0,Yes,No,0
418149,1,Train,Bronx,NY,US,10466,Associate's,Accounting,1980-01-01 00:00:00,2,12.0,No,No,0
419430,1,Train,Arlington,TX,US,76015,,Court Reporting,2003-05-01 00:00:00,3,23.0,No,No,0
420222,1,Train,Norco,CA,US,92860,High School,Not Applicable,,1,1.0,No,No,0
421390,1,Train,kathmandu,,NP,,Bachelor's,HISTORY,1998-01-01 00:00:00,10,16.0,Yes,No,0
422236,1,Train,Irving,TX,US,75038,High School,Not Applicable,2002-06-01 00:00:00,5,8.0,No,No,0
423026,1,Test,Lancaster,SC,US,29720,High School,Not Applicable,,0,,No,No,0
423648,1,Train,Houston,TX,US,77096,,,,4,7.0,Yes,No,0
432589,1,Train,Niles,IL,US,60714,Bachelor's,Accounting,2009-10-01 00:00:00,3,9.0,Yes,Yes,7
432991,1,Train,Bronx,NY,US,10456,,,2012-03-01 00:00:00,5,15.0,No,No,0
433226,1,Test,Hammond,IN,US,46320,High School,Industrial plastics,1988-06-01 00:00:00,1,20.0,No,No,0
434262,1,Train,Fontana,CA,US,92336,,Business Management/Administration,,3,7.0,Yes,Yes,11
434615,1,Train,Buckeye,AZ,US,85326,,,2011-01-01 00:00:00,4,12.0,Yes,No,0
437691,1,Test,Libertyville,IL,US,60048,,,,0,,,No,0
437836,1,Train,Suitland,MD,US,20746,High School,Not Applicable,2005-01-01 00:00:00,7,8.0,,No,0
437864,1,Train,Webster,MA,US,01570,Bachelor's,"Psychology, General",2012-05-01 00:00:00,4,2.0,No,No,0
438202,1,Train,Phoenix,AZ,US,85008,High School,Not Applicable,2007-05-01 00:00:00,6,7.0,Yes,No,0
439243,1,Train,Santa Monica,CA,US,90405,,,,1,13.0,,No,0
439676,1,Train,Houston,TX,US,77090,,General,,1,13.0,No,No,0
439982,1,Train,Bronx,NY,US,10466,,,,0,,,No,0
440304,1,Train,Crawfordville,FL,US,32327,Bachelor's,Construction Engineering Technology,2012-04-01 00:00:00,2,3.0,No,No,0
441764,1,Train,Cypress,TX,US,77429,,Business Technology,,7,20.0,Yes,No,0
444605,1,Train,Midlothian,TX,US,76065,High School,Not Applicable,2008-06-01 00:00:00,1,5.0,Yes,No,0
444670,1,Train,Guilford,IN,US,47022,Associate's,Major in Mechanical Engineering- Minor in Graphic Arts,2011-01-01 00:00:00,2,4.0,Yes,No,0
444920,1,Train,Miami Gardens,FL,US,33056,High School,Incident Management System,2000-01-01 00:00:00,5,10.0,No,No,0
445165,1,Train,Houston,TX,US,77009,High School,Not Applicable,,2,3.0,No,No,0
447922,1,Test,PUNE,Maharashtra,IN,,Master's,,2012-03-01 00:00:00,6,9.0,,No,0
449413,1,Train,Glastonbury,CT,US,06033,Bachelor's,Hospitality Management,,4,2.0,Yes,No,0
449803,1,Train,Homestead,FL,US,33039,Bachelor's,Forensic Accounting,2009-01-01 00:00:00,3,4.0,No,No,0
450067,1,Train,Carol Stream,IL,US,60188,Associate's,Limited Medical Radiography Technician,2011-10-01 00:00:00,0,,,No,0
453714,1,Train,North Miami,FL,US,33168,High School,,2002-06-01 00:00:00,4,10.0,No,No,0
453857,1,Train,Hollywood,FL,US,33023,Bachelor's,"Family, Youth, &Community Sciences",2005-12-01 00:00:00,10,12.0,Yes,Yes,5
454312,1,Train,Houston,TX,US,77065,Bachelor's,Sociology,2012-03-01 00:00:00,2,6.0,No,No,0
456330,1,Train,Miami,FL,US,33142,Associate's,,2012-06-01 00:00:00,4,5.0,Yes,No,0
458554,1,Test,Raleigh,NC,US,27610,High School,General Studies,1980-06-01 00:00:00,5,14.0,,No,0
459774,1,Test,Terrell,TX,US,75160,Associate's,Psychology/Science,1995-01-01 00:00:00,4,11.0,Yes,No,0
460651,1,Train,Harvey,IL,US,60426,High School,Not Applicable,2000-01-01 00:00:00,5,7.0,No,No,0
461081,1,Train,Hamden,CT,US,06514,,Practical Nursing Program,2012-03-01 00:00:00,2,4.0,No,No,0
463251,1,Train,Flushing,NY,US,11355,Master's,Economics,2011-08-01 00:00:00,1,1.0,No,Yes,3
463816,1,Train,Ashland City,TN,US,37015,Associate's,Paralegal Studies Program,2006-01-01 00:00:00,8,16.0,Yes,No,0
464176,1,Train,Independence,MO,US,64055,Associate's,Hotel,2006-05-01 00:00:00,4,9.0,Yes,No,0
465603,1,Train,Cincinnati,OH,US,45223,Bachelor's,Political Science,2012-02-01 00:00:00,4,14.0,No,No,0
467461,1,Train,Houston,TX,US,77063,,,,0,,No,No,0
473302,1,Train,Philadelphia,PA,US,19140,High School,Not Applicable,,3,15.0,Yes,No,0
473939,1,Train,Friendswood,TX,US,77546,High School,Basics,2010-06-01 00:00:00,4,6.0,Yes,No,0
474547,1,Train,Edwardsville,IL,US,62025,Bachelor's,Computer Science,1989-01-01 00:00:00,6,25.0,,No,0
475322,1,Train,Sachse,TX,US,75048,Bachelor's,Business Management,,1,3.0,,No,0
475415,1,Test,Arlington,TX,US,76006,,English,2015-05-01 00:00:00,4,6.0,No,Yes,5
475503,1,Train,Phoenix,AZ,US,85069,,,,4,6.0,Yes,No,0
476716,1,Test,Sterling Heights,MI,US,48314,,,,3,17.0,No,Yes,6
477454,1,Train,Grand Prairie,TX,US,75053,,,,3,3.0,,No,0
478390,1,Train,Country Club Hills,IL,US,60478,Bachelor's,Aviation Management,2011-05-01 00:00:00,3,6.0,Yes,Yes,7
478937,1,Train,Burlington,KY,US,41005,Associate's,General Education,2012-05-01 00:00:00,1,1.0,,No,0
482877,1,Train,Colorado Springs,CO,US,80915,Bachelor's,Education,2007-01-01 00:00:00,7,9.0,Yes,No,0
482943,1,Train,Durham,NC,US,27707,High School,Not Applicable,1997-01-01 00:00:00,5,13.0,Yes,No,0
483149,1,Test,Washington,DC,US,20019,High School,Not Applicable,2010-01-01 00:00:00,5,7.0,No,No,0
491501,1,Train,Kennesaw,GA,US,30152,Bachelor's,Elementary Education,2004-05-01 00:00:00,4,4.0,No,Yes,25
492924,1,Test,Chicago,IL,US,60605,,Education,,1,0.0,No,No,0
493378,1,Train,Schaumburg,IL,US,60193,Bachelor's,mass communications,2012-04-01 00:00:00,1,3.0,No,No,0
495392,1,Train,Philadelphia,PA,US,19145,,Medical Administrative Assistant,,2,9.0,No,No,0
496505,1,Train,Aurora,CO,US,80017,Associate's,Nursing,2012-04-01 00:00:00,2,7.0,Yes,No,0
496866,1,Test,Southington,CT,US,06489,Master's,"Divinity/Ministry (BD, MDiv",1987-06-01 00:00:00,4,36.0,Yes,Yes,20
497319,1,Train,San Bernardino,CA,US,92410,Bachelor's,,2011-09-01 00:00:00,2,0.0,No,No,0
497773,1,Train,Astoria,NY,US,11105,Master's,Hospitality Marketing,2011-01-01 00:00:00,1,0.0,No,No,0
499070,1,Train,Cincinnati,OH,US,45202,Master's,Accounting & Financing,2012-06-01 00:00:00,3,3.0,No,No,0
500501,1,Train,West Hempstead,NY,US,11552,Bachelor's,Economics,2011-08-01 00:00:00,5,5.0,Yes,No,0
501902,1,Train,Philadelphia,PA,US,19120,,,,4,11.0,No,No,0
504173,1,Train,Indianapolis,IN,US,46219,,,,4,2.0,Yes,No,0
505453,1,Train,Queen Creek,AZ,US,85140,,,2012-01-01 00:00:00,5,2.0,Yes,No,0
506246,1,Test,Indianapolis,IN,US,46226,High School,Not Applicable,,5,5.0,Yes,No,0
509052,1,Train,Canton,GA,US,30115,,Fire Science,2005-01-01 00:00:00,3,20.0,No,No,0
509397,1,Train,Sacramento,CA,US,95833,,,,2,15.0,Yes,No,0
510566,1,Train,Chicago,IL,US,60621,High School,"English Language and Literature, General",2001-06-01 00:00:00,3,11.0,No,No,0
513192,1,Test,Bethlehem,PA,US,18018,Bachelor's,Finance,2007-05-01 00:00:00,8,22.0,Yes,No,0
514371,1,Train,Chicago,IL,US,60644,,,,3,6.0,No,No,0
515611,1,Train,Kansas City,KS,US,66102,High School,Education,2012-04-01 00:00:00,7,12.0,Yes,No,0
522460,1,Train,Miami,FL,US,33196,Associate's,,2010-01-01 00:00:00,0,,No,Yes,5
524901,1,Train,Decatur,GA,US,30034,,Business,2006-01-01 00:00:00,6,14.0,No,No,0
525079,1,Train,Richmond,TX,US,77406,Associate's,Art of Teaching,2011-08-01 00:00:00,4,9.0,No,No,0
526906,1,Train,Louisville,KY,US,40299,Associate's,Criminal Justice,2014-12-01 00:00:00,10,10.0,Yes,No,0
532966,1,Train,Philadelphia,PA,US,19134,Bachelor's,Information Technology,2012-01-01 00:00:00,10,10.0,No,Yes,50
534554,1,Test,Starkville,MS,US,39759,Bachelor's,Management,,2,4.0,Yes,No,0
535608,1,Test,Columbus,OH,US,43201,Bachelor's,Industrial Engineering,2012-04-01 00:00:00,6,6.0,Yes,No,0
536630,1,Train,Cincinnati,OH,US,45237,Associate's,Business Management,2010-12-01 00:00:00,4,13.0,Yes,Yes,20
537095,1,Train,Brooklyn,NY,US,11226,High School,Not Applicable,2010-06-01 00:00:00,2,2.0,No,No,0
537199,1,Train,Des Plaines,IL,US,60016,,,,0,,,No,0
537908,1,Train,Calumet City,IL,US,60409,High School,Not Applicable,2011-08-01 00:00:00,2,5.0,Yes,No,0
538536,1,Train,Tampa,FL,US,33615,Bachelor's,,,4,27.0,,No,0
538953,1,Train,Los Angeles,CA,US,90045,,Business/Accounting,2012-04-01 00:00:00,4,8.0,Yes,No,0
543576,1,Train,Allen,TX,US,75002,Master's,Business Administration (MBA),2004-08-01 00:00:00,6,18.0,,No,0
547448,1,Train,Chicago,IL,US,60612,,,2012-01-01 00:00:00,0,,No,No,0
548403,1,Train,San Tan Valley,AZ,US,85143,High School,academic,1987-06-01 00:00:00,5,12.0,No,Yes,3
548976,1,Train,Cincinnati,OH,US,45239,Bachelor's,Public Relations Certification,2009-01-01 00:00:00,3,6.0,Yes,No,0
551783,1,Test,Independence,MO,US,64057,High School,"Education, General",2008-05-01 00:00:00,4,4.0,,No,0
552254,1,Test,Southfield,MI,US,48076,High School,Psychology / Business,,5,5.0,Yes,No,0
552608,1,Train,Missouri City,TX,US,77489,High School,Not Applicable,2010-01-01 00:00:00,5,3.0,Yes,No,0
553388,1,Train,Matthews,NC,US,28105,Bachelor's,Electric and Electronics Engineer,2004-01-01 00:00:00,2,5.0,Yes,No,0
555268,1,Test,Miami Gardens,FL,US,33056,Bachelor's,PSM,2012-04-01 00:00:00,5,5.0,No,No,0
555349,1,Train,Saint Louis,MO,US,63118,High School,,2009-01-01 00:00:00,1,2.0,No,No,0
556731,1,Test,Bronx,NY,US,10456,,Business Administration,1995-01-01 00:00:00,9,14.0,Yes,Yes,15
560396,1,Test,Garnet Valley,PA,US,19060,Master's,Management,1998-05-01 00:00:00,3,15.0,No,Yes,10
560577,1,Train,North Miami Beach,FL,US,33162,High School,Not Applicable,2011-08-01 00:00:00,2,4.0,Yes,No,0
562095,1,Test,Ferris,TX,US,75125,High School,Not Applicable,1999-01-01 00:00:00,7,16.0,Yes,No,0
562569,1,Train,Atlanta,GA,US,30309,Master's,English,1999-06-01 00:00:00,10,15.0,Yes,Yes,25
562722,1,Train,Miami,FL,US,33176,,,,3,8.0,,No,0
563166,1,Train,Philadelphia,PA,US,19111,Master's,Business Administration,2010-01-01 00:00:00,4,10.0,Yes,No,0
563760,1,Test,Norcross,GA,US,30092,,Computer Science,2005-08-01 00:00:00,3,7.0,Yes,Yes,20
564326,1,Test,Schaumburg,IL,US,60193,Master's,"Business Administration and Management, General",2013-01-01 00:00:00,7,13.0,,No,0
568361,1,Train,Pembroke Pines,FL,US,33025,Master's,Engineering Management,2011-01-01 00:00:00,8,10.0,No,Yes,4
570739,1,Train,Indianapolis,IN,US,46229,High School,Not Applicable,2012-03-01 00:00:00,4,6.0,No,No,0
571295,1,Train,Indianapolis,IN,US,46237,,,,2,6.0,Yes,No,0
571428,1,Test,Bossier City,LA,US,71111,Vocational,clerical occupations,1993-02-01 00:00:00,7,15.0,Yes,Yes,200
572439,1,Train,New York,NY,US,10128,Bachelor's,Economics and Government,2012-05-01 00:00:00,10,3.0,No,No,0
572976,1,Train,Chicago,IL,US,60641,High School,Not Applicable,2008-06-01 00:00:00,2,2.0,No,No,0
573265,1,Train,Las Vegas,NV,US,89142,High School,Not Applicable,2011-06-01 00:00:00,4,3.0,No,No,0
574442,1,Train,Philadelphia,PA,US,19132,High School,Not Applicable,2004-01-01 00:00:00,3,3.0,No,No,0
578290,1,Train,Woodbridge,VA,US,22193,,,,3,9.0,No,No,0
583087,1,Train,Tamaqua,PA,US,18252,,Welding Technology,2008-01-01 00:00:00,6,11.0,Yes,No,0
583424,1,Train,Chicago,IL,US,60647,Bachelor's,Emphases,2002-04-01 00:00:00,4,13.0,No,No,0
584169,1,Train,Indianapolis,IN,US,46208,High School,Not Applicable,2010-01-01 00:00:00,2,5.0,,No,0
584479,1,Train,Moreno Valley,CA,US,92553,High School,First Responder Certification,2010-01-01 00:00:00,6,4.0,Yes,No,0
584823,1,Train,Cincinnati,OH,US,45241,High School,Not Applicable,2000-01-01 00:00:00,2,9.0,No,No,0
586358,1,Train,Columbia,MD,US,21045,Associate's,Speech and Communication,1991-01-01 00:00:00,3,20.0,No,Yes,6
586623,1,Train,Stony Point,NC,US,28678,High School,Not Applicable,1988-01-01 00:00:00,4,19.0,Yes,No,0
587559,1,Train,Tampa,FL,US,33615,High School,Not Applicable,1998-01-01 00:00:00,10,8.0,Yes,No,0
591615,1,Train,Gilbert,AZ,US,85233,,,,7,12.0,Yes,No,0
598859,1,Train,Reisterstown,MD,US,21136,High School,"Music, General",2005-05-01 00:00:00,5,3.0,Yes,No,0
601261,1,Train,Cincinnati,OH,US,45231,Associate's,Applied Business Management,2004-01-01 00:00:00,2,11.0,,No,0
601967,1,Train,Pasadena,CA,US,91104,Bachelor's,"Computer Business Administration. Classes included Marketing, Business Administration, Management, Advertising, Workplace Commu",,2,2.0,Yes,No,0
603487,1,Train,Lanoka Harbor,NJ,US,08734,,Computer Networking and Repair,1999-01-01 00:00:00,5,38.0,Yes,No,0
606054,1,Train,Jamaica,NY,US,11433,Bachelor's,,2011-12-01 00:00:00,3,6.0,Yes,No,0
606864,1,Test,New York,NY,US,10001,Master's,,,7,8.0,Yes,No,0
608107,1,Test,Ann Arbor,MI,US,48103,Master's,Management Information Systems,,8,11.0,Yes,No,0
610188,1,Train,Indianapolis,IN,US,46201,High School,Not Applicable,1998-01-01 00:00:00,3,6.0,Yes,No,0
610663,1,Test,Aurora,IL,US,60502,Bachelor's,Psychology,2002-05-01 00:00:00,6,12.0,Yes,Yes,25
612339,1,Train,Los Angeles,CA,US,90011,High School,Not Applicable,2008-01-01 00:00:00,4,1.0,No,No,0
613510,1,Train,Chicago,IL,US,60608,,Culinary Arts,2010-12-01 00:00:00,3,6.0,Yes,No,0
614280,1,Train,Grapevine,TX,US,76051,Master's,Personal Financial Planning,,3,3.0,,No,0
614663,1,Train,Nashville,TN,US,37208,Bachelor's,Psychology,2009-01-01 00:00:00,3,5.0,No,No,0
622516,1,Train,Citrus Heights,CA,US,95610,,,,1,1.0,No,No,0
623289,1,Train,Miami,FL,US,33157,,,,0,,No,No,0
626483,1,Train,Bronx,NY,US,10454,High School,design,2008-01-01 00:00:00,3,3.0,No,No,0
626795,1,Train,Tempe,AZ,US,85281,,TEAM BUILDING AND SOCIOLOGY,2008-01-01 00:00:00,1,0.0,No,No,0
627100,1,Test,Pompano Beach,FL,US,33060,High School,Not Applicable,,4,7.0,Yes,No,0
628041,1,Train,Chicago,IL,US,60640,High School,Not Applicable,2009-01-01 00:00:00,4,3.0,,No,0
628115,1,Train,Kissimmee,FL,US,34744,Bachelor's,Business Management,2012-03-01 00:00:00,4,8.0,Yes,No,0
628218,1,Train,Chandler,AZ,US,85226,High School,Not Applicable,,4,9.0,,No,0
629164,1,Train,Winnetka,CA,US,91306,Bachelor's,Computerized Accounting,2008-01-01 00:00:00,3,8.0,Yes,Yes,10
